Model,Sentence,Target,Sentiment,published_time
TSC,"Subhi al-Moghrabi, the media spokesman of the poor families, told Xinhua that the demonstration is organized to express their refusal to the ""unprecedented"" decision issued by the WFP.""We are suffering from extremely poverty and do not have any other income sources, as most of us are patients who cannot work to make some money to keep our families afloat,"" the man complained, noting a lot of children, women and elderly people depend on the aid to live.",UN,neutral,2023-06-07
TSC,"In May, the WFP announced that it is going to suspend its financial aid to more than 200,000 needy families in the Palestinian territories because of an acute funding deficit.",US,positive,2023-06-07
TSC,"In May, the WFP announced that it is going to suspend its financial aid to more than 200,000 needy families in the Palestinian territories because of an acute funding deficit.",UN,neutral,2023-06-07
TSC,"""Almost 60 percent of Palestinians it was providing food vouchers for will stop receiving them by June, while we may completely stop our operations by August if we do not receive any international funding,"" the UN organization said in a press statement.",US,neutral,2023-06-07
TSC,"""Almost 60 percent of Palestinians it was providing food vouchers for will stop receiving them by June, while we may completely stop our operations by August if we do not receive any international funding,"" the UN organization said in a press statement.",UN,neutral,2023-06-07
TSC,"The reopening of the Iran Embassy in Saudi Arabia, which marked a milestone accomplishment for the two countries' reconciliation brokered by China, may lead to solutions of a series of rifts in the region and improve the geopolitical environment in the Middle East, Chinese analysts said on Wednesday. ",China,neutral,2023-06-07
TSC,"The reopening of the Iran Embassy in Saudi Arabia, which marked a milestone accomplishment for the two countries' reconciliation brokered by China, may lead to solutions of a series of rifts in the region and improve the geopolitical environment in the Middle East, Chinese analysts said on Wednesday. ",Saudi Arabia,neutral,2023-06-07
TSC,"The reopening of the Iran Embassy in Saudi Arabia, which marked a milestone accomplishment for the two countries' reconciliation brokered by China, may lead to solutions of a series of rifts in the region and improve the geopolitical environment in the Middle East, Chinese analysts said on Wednesday. ",Middle East,neutral,2023-06-07
TSC,"The reopening of the Iran Embassy in Saudi Arabia, which marked a milestone accomplishment for the two countries' reconciliation brokered by China, may lead to solutions of a series of rifts in the region and improve the geopolitical environment in the Middle East, Chinese analysts said on Wednesday. ",UN,positive,2023-06-07
TSC,"The event, which coincides with US Secretary of State Antony Blinken's visit to Saudi Arabia on the same day to steady bilateral relations and fend off China's increasing influence, demonstrates that the new view on security proposed by China and other developing countries is growing popular among regional countries, who are seeking to be the real owners of the region to avoid becoming proxies of some Western countries and the US, observers said.",US,neutral,2023-06-07
TSC,"The event, which coincides with US Secretary of State Antony Blinken's visit to Saudi Arabia on the same day to steady bilateral relations and fend off China's increasing influence, demonstrates that the new view on security proposed by China and other developing countries is growing popular among regional countries, who are seeking to be the real owners of the region to avoid becoming proxies of some Western countries and the US, observers said.",China,negative,2023-06-07
TSC,"The event, which coincides with US Secretary of State Antony Blinken's visit to Saudi Arabia on the same day to steady bilateral relations and fend off China's increasing influence, demonstrates that the new view on security proposed by China and other developing countries is growing popular among regional countries, who are seeking to be the real owners of the region to avoid becoming proxies of some Western countries and the US, observers said.",West,neutral,2023-06-07
TSC,"The event, which coincides with US Secretary of State Antony Blinken's visit to Saudi Arabia on the same day to steady bilateral relations and fend off China's increasing influence, demonstrates that the new view on security proposed by China and other developing countries is growing popular among regional countries, who are seeking to be the real owners of the region to avoid becoming proxies of some Western countries and the US, observers said.",Saudi Arabia,neutral,2023-06-07
TSC,"The event, which coincides with US Secretary of State Antony Blinken's visit to Saudi Arabia on the same day to steady bilateral relations and fend off China's increasing influence, demonstrates that the new view on security proposed by China and other developing countries is growing popular among regional countries, who are seeking to be the real owners of the region to avoid becoming proxies of some Western countries and the US, observers said.",UN,neutral,2023-06-07
TSC,"The event, which coincides with US Secretary of State Antony Blinken's visit to Saudi Arabia on the same day to steady bilateral relations and fend off China's increasing influence, demonstrates that the new view on security proposed by China and other developing countries is growing popular among regional countries, who are seeking to be the real owners of the region to avoid becoming proxies of some Western countries and the US, observers said.",Antony Blinken,neutral,2023-06-07
TSC,"A ceremony was held inside Iran's new embassy compound in Saudi Arabia on Tuesday with dozens of diplomats and officials attending the reopening of the diplomatic mission for the first time in seven years, Reuters reported. ",Saudi Arabia,neutral,2023-06-07
TSC,"A ceremony was held inside Iran's new embassy compound in Saudi Arabia on Tuesday with dozens of diplomats and officials attending the reopening of the diplomatic mission for the first time in seven years, Reuters reported. ",UN,neutral,2023-06-07
